id,Dimer_Name,Dimer_SMILES,Component_Name_A,Component_SMILES_A,Component_Name_B,Component_SMILES_B,Component_A_Energy_Hatree,Component_B_Energy_Hatree,Component_B_Thermal_correction_to_Gibbs_Free_Energy_Hatree,Component_B_Thermal_correction_to_Enthalpy_Hatree,Component_B_Entropy_J_per_mol_K,Component_A_HOMO_Hatree,Component_B_HOMO_Hatree,Component_A_Dipole_Debye,Component_B_Dipole_Debye,Component_A_LUMO_Hatree,Component_B_LUMO_Hatree,Component_B_Gibbs_Free_Energy_Hatree,Component_B_Enthalpy_Hatree,Dimer_Energy_Hatree,Dimer_Thermal_correction_to_Gibbs_Free_Energy_Hatree,Dimer_Thermal_correction_to_Enthalpy_Hatree,Dimer_Entropy_J_per_mol_K,Dimer_HOMO_Hatree,Dimer_LUMO_Hatree,Dimer_Dipole_Debye,Dimer_Gibbs_Free_Energy_Hatree,Dimer_Enthalpy_Hatree,Binding_energy_kJ_per_mol,Software,Source,Theory_Level
4248,Li+_electrolyte51,CC1(C)CCCO1.[Li+],Li+,[Li+],electrolyte51,CC1(C)CCCO1,-7.2811983,-311.0338276,0.134701,0.174913,354.108656,-2.3488,-0.24584,-7.2849058,-311.1995918,-0.25486,0.03607,-310.8991266,-310.8589146,-318.3524978,0.134801,0.177814,378.773336,-0.39988,-0.20327,-318.5268245,-318.2176968,-318.1746838,-98.38247345003703,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4249,Li+_electrolyte52,CC1(C)COCO1.[Li+],Li+,[Li+],electrolyte52,CC1(C)COCO1,-7.2811983,-346.9426991,0.112029,0.151687,349.225928,-2.3488,-0.25855,-7.2849058,-347.1025081,-0.25486,0.03693,-346.8306701,-346.7910121,-354.2891613,0.111693,0.155349,384.434288,-0.43179,-0.20005,-354.4622048,-354.1774683,-354.1338123,-171.3503694499759,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4250,Li+_electrolyte53,CC1(C)OCCO1.[Li+],Li+,[Li+],electrolyte53,CC1(C)OCCO1,-7.2811983,-346.9474265,0.111294,0.151322,352.48108,-2.3488,-0.25631,-7.2849058,-347.1068769,-0.25486,0.03974,-346.8361325,-346.7961045,-354.2612953,0.111287,0.153998,376.112312,-0.41293,-0.2072,-354.4296434,-354.1500083,-354.1072973,-85.77639774998613,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4251,Li+_electrolyte54,CC1CCC(C)O1.[Li+],Li+,[Li+],electrolyte54,CC1CCC(C)O1,-7.2811983,-311.0343963,0.134377,0.17525,359.932784,-2.3488,-0.24752,-7.2849058,-311.2007979,-0.25486,0.03979,-310.9000193000001,-310.8591463,-318.3914198,0.134431,0.179094,393.3001840000001,-0.44292,-0.19162,-318.5702458,-318.2569888,-318.2123258,-199.079062599843,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4252,Li+_electrolyte55,CC1COC(C)O1.[Li+],Li+,[Li+],electrolyte55,CC1COC(C)O1,-7.2811983,-346.9469136,0.111672,0.151919,354.414088,-2.3488,-0.25846,-7.2849058,-347.1070655,-0.25486,0.04128,-346.8352416,-346.7949946,-354.2916216,0.11115,0.155395,389.618264,-0.41863,-0.19966,-354.4649708,-354.1804716,-354.1362266,-166.7447173498438,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4253,Li+_electrolyte56,CC1CCOC1C.[Li+],Li+,[Li+],electrolyte56,CC1CCOC1C,-7.2811983,-311.0292026,0.135316,0.175553,354.317856,-2.3488,-0.24491,-7.2849058,-311.1949534,-0.25486,0.03588,-310.8938866,-310.8536496,-318.3860849,0.135572,0.179461,386.480264,-0.44083,-0.19236,-318.5638624,-318.2505129,-318.2066239,-198.7083419999134,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4254,Li+_electrolyte57,CCC1CCCO1.[Li+],Li+,[Li+],electrolyte57,CCC1CCCO1,-7.2811983,-311.0282649,0.134944,0.175927,360.899288,-2.3488,-0.24394,-7.2849058,-311.1942479,-0.25486,0.03936,-310.8933209,-310.8523379,-318.3473087,0.13571,0.179054,381.677032,-0.40677,-0.1997,-318.5219532,-318.2115987,-318.1682547,-99.36336024985886,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4255,Li+_electrolyte58,CC1CCCCO1.[Li+],Li+,[Li+],electrolyte58,CC1CCCCO1,-7.2811983,-311.0274807,0.134996,0.176028,361.321872,-2.3488,-0.24492,-7.2849058,-311.1940054,-0.25486,0.03811,-310.8924847,-310.8514527,-318.3478374,0.136062,0.179224,380.087112,-0.40765,-0.20063,-318.5225675,-318.2117754,-318.1686134,-102.8103791999016,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4256,Li+_electrolyte59,CC1COCCO1.[Li+],Li+,[Li+],electrolyte59,CC1COCCO1,-7.2811983,-346.933963,0.114888,0.152883,334.586112,-2.3488,-0.24139,-7.2849058,-347.0935393,-0.25486,0.04225,-346.819075,-346.78108,-354.2781763,0.114584,0.156658,370.501568,-0.39869,-0.2048,-354.4504204,-354.1635923,-354.1215183,-165.4458825000188,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4257,Li+_electrolyte60,CC1COC(C)C1.[Li+],Li+,[Li+],electrolyte60,CC1COC(C)C1,-7.2811983,-311.0304152,0.134617,0.175364,358.8198400000001,-2.3488,-0.24451,-7.2849058,-311.1967911,-0.25486,0.0376,-310.8957982,-310.8550512,-318.3439052,0.135112,0.177988,377.568344,-0.42923,-0.19973,-318.5203604,-318.2087932,-318.1659172,-84.78185834993013,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4258,Li+_electrolyte61,CC1OCOC1C.[Li+],Li+,[Li+],electrolyte61,CC1OCOC1C,-7.2811983,-346.9425545,0.112499,0.152156,349.221744,-2.3488,-0.25718,-7.2849058,-347.1020822,-0.25486,0.03819,-346.8300555,-346.7903985,-354.2892054,0.112461,0.155834,381.940624,-0.43028,-0.20004,-354.4616577,-354.1767444,-354.1333714,-171.8458012998892,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4259,Li+_electrolyte62,CCC1COCO1.[Li+],Li+,[Li+],electrolyte62,CCC1COCO1,-7.2811983,-346.9367413,0.112921,0.152768,350.89116,-2.3488,-0.26316,-7.2849058,-347.096939,-0.25486,0.0387,-346.8238203,-346.7839733,-354.2473087,0.11258,0.155781,380.4260160000001,-0.39976,-0.21612,-354.4156771,-354.1347287,-354.0915277,-77.1085720501406,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4260,Li+_electrolyte63,CC1CCOCO1.[Li+],Li+,[Li+],electrolyte63,CC1CCOCO1,-7.2811983,-346.9355837,0.112663,0.15283,353.706992,-2.3488,-0.25895,-7.2849058,-347.0955738,-0.25486,0.0378,-346.8229207,-346.7827537,-354.2876239,0.114316,0.156472,371.2254,-0.43301,-0.19088,-354.4604301,-354.1733079000001,-354.1311519,-185.9954084501621,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4261,Li+_electrolyte64,COC1CCCC1.[Li+],Li+,[Li+],electrolyte64,COC1CCCC1,-7.2811983,-311.0209609,0.134966,0.175894,360.40976,-2.3488,-0.25372,-7.2849058,-311.1870713,-0.25486,0.03759,-310.8859949,-310.8450668999999,-318.3746296,0.134905,0.180087,397.869112,-0.44693,-0.19007,-318.5524022,-318.2397246,-318.1945426,-190.2710352001126,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4262,Li+_electrolyte65,COC1CCOC1.[Li+],Li+,[Li+],electrolyte65,COC1CCOC1,-7.2811983,-346.9249506,0.112275,0.152524,354.435008,-2.3488,-0.25094,-7.2849058,-347.0849108,-0.25486,0.03623,-346.8126756,-346.7724266,-354.2997875,0.115486,0.157,365.572816,-0.44499,-0.17496,-354.4744996,-354.1843015,-354.1427875,-245.8481442999027,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4263,Li+_electrolyte66,CCC1OCCO1.[Li+],Li+,[Li+],electrolyte66,CCC1OCCO1,-7.2811983,-346.9402057,0.11203,0.152558,356.886832,-2.3488,-0.2585,-7.2849058,-347.0999561,-0.25486,0.04289,-346.8281757,-346.7876477,-354.2888059,0.113819,0.156221,373.396896,-0.42217,-0.192,-354.4616852,-354.1749869,-354.1325849,-176.9636884501309,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4264,Li+_electrolyte67,COC1CCCO1.[Li+],Li+,[Li+],electrolyte67,COC1CCCO1,-7.2811983,-346.9341682,0.11328,0.152871,348.635984,-2.3488,-0.25439,-7.2849058,-347.0943416,-0.25486,0.034,-346.8208882,-346.7812972,-354.308981,0.114439,0.157091,375.593496,-0.44541,-0.17274,-354.4840879,-354.194542,-354.15189,-245.7848697500027,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4265,Li+_electrolyte68,CC1OCCCO1.[Li+],Li+,[Li+],electrolyte68,CC1OCCCO1,-7.2811983,-346.9484907,0.114654,0.152713,335.142584,-2.3488,-0.26481,-7.2849058,-347.1080141,-0.25486,0.04448,-346.8338367,-346.7957777,-354.3043634,0.115926,0.156427,356.64416,-0.45679,-0.18371,-354.4768779,-354.1884374,-354.1479364,-196.0576372001286,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4266,Li+_electrolyte69,COC1COCO1.[Li+],Li+,[Li+],electrolyte69,COC1COCO1,-7.2811983,-382.8438144,0.090445,0.129491,343.84112,-2.3488,-0.26107,-7.2849058,-382.9977481,-0.25486,0.03921,-382.7533694,-382.7143234,-390.2075634,0.091717,0.133493,367.8782,-0.44435,-0.17887,-390.3766914,-390.1158464,-390.0740704,-216.736862850034,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4267,Li+_electrolyte70,CC1OCOCO1.[Li+],Li+,[Li+],electrolyte70,CC1OCOCO1,-7.2811983,-382.8551744,0.092568,0.129929,329.004656,-2.3488,-0.27288,-7.2849058,-383.0085794,-0.25486,0.03613,-382.7626064,-382.7252454,-390.2129435,0.093993,0.133532,348.179928,-0.49209,-0.18158,-390.3791688,-390.1189505,-390.0794115,-201.0366354000345,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4268,Li+_electrolyte71,CC1(C)CCOC1.[Li+],Li+,[Li+],electrolyte71,CC1(C)CCOC1,-7.2811983,-311.0275494,0.135027,0.175244,354.142128,-2.3488,-0.24697,-7.2849058,-311.1927733,-0.25486,0.03215,-310.8925224,-310.8523054,-318.3813738,0.135729,0.179303,383.710456,-0.44283,-0.19697,-318.5589793,-318.2456448,-318.2020708,-190.6798255499461,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4269,Li+_electrolyte72,CC1CCCOC1.[Li+],Li+,[Li+],electrolyte72,CC1CCCOC1,-7.2811983,-311.0275505,0.135023,0.175245,354.183968,-2.3488,-0.24698,-7.2849058,-311.1927733,-0.25486,0.03215,-310.8925275,-310.8523055,-318.3813753,0.135729,0.179303,383.710456,-0.44284,-0.19697,-318.5589793,-318.2456463,-318.2020723,-190.680875750033,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4270,Li+_electrolyte73,CC1COCC1C.[Li+],Li+,[Li+],electrolyte73,CC1COCC1C,-7.2811983,-311.0254308,0.135483,0.175718,354.3136720000001,-2.3488,-0.24497,-7.2849058,-311.1906739,-0.25486,0.0327,-310.8899478,-310.8497128,-318.3797851,0.135974,0.179773,385.70204,-0.44279,-0.19662,-318.5575244,-318.2438111,-318.2000121,-192.0710780001049,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4271,Li+_electrolyte74,CCC1CCOC1.[Li+],Li+,[Li+],electrolyte74,CCC1CCOC1,-7.2811983,-311.0231075,0.135728,0.176251,356.840808,-2.3488,-0.2514,-7.2849058,-311.1889365,-0.25486,0.03373,-310.8873795,-310.8468565,-318.3772085,0.135722,0.180122,390.986432,-0.44395,-0.19718,-318.5552965,-318.2414865,-318.1970865,-191.4060388501125,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4272,Li+_electrolyte75,CC1CCOCC1.[Li+],Li+,[Li+],electrolyte75,CC1CCOCC1,-7.2811983,-311.0302604,0.138062,0.176481,338.31824,-2.3488,-0.24831,-7.2849058,-311.1956507,-0.25486,0.03571,-310.8921984,-310.8537794,-318.3447669,0.138295,0.179556,363.33856,-0.39745,-0.21127,-318.5184401,-318.2064719,-318.1652109,-87.4506791002064,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4273,Li+_electrolyte76,COC1OCCO1.[Li+],Li+,[Li+],electrolyte76,COC1OCCO1,-7.2811983,-382.8519449,0.089617,0.12952,351.384872,-2.3488,-0.26645,-7.2849058,-383.0058583,-0.25486,0.04218,-382.7623279,-382.7224249,-390.2181453,0.09173,0.133556,368.31752,-0.45724,-0.18098,-390.3879864,-390.1264153,-390.0845893,-223.1730135501413,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4274,Li+_electrolyte77,CC1COCOC1.[Li+],Li+,[Li+],electrolyte77,CC1COCOC1,-7.2811983,-346.9420011,0.114998,0.153117,335.669768,-2.3488,-0.26463,-7.2849058,-347.1012713,-0.25486,0.03793,-346.8270031,-346.7888841,-354.2441812,0.113864,0.155296,364.848984,-0.44122,-0.21225,-354.4147525,-354.1303172,-354.0888852,-55.08771590004065,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4275,Li+_electrolyte78,CC(C)OC(C)(C)C.[Li+],Li+,[Li+],electrolyte78,CC(C)OC(C)(C)C,-7.2811983,-351.5335208,0.178761,0.224602,403.67232,-2.3488,-0.24938,-7.2849058,-351.7357538,-0.25486,0.03515,-351.3547598,-351.3089188,-358.8519684,0.178768,0.227461,428.793056,-0.43232,-0.18645,-359.0647034,-358.6732004,-358.6245074,-97.79803714996046,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4276,Li+_electrolyte79,CCOC(C)(C)CC.[Li+],Li+,[Li+],electrolyte79,CCOC(C)(C)CC,-7.2811983,-351.533164,0.178135,0.225163,414.13232,-2.3488,-0.25043,-7.2849058,-351.7357199,-0.25486,0.03734,-351.355029,-351.308001,-358.8992065,0.1793,0.228946,437.173608,-0.43732,-0.17929,-359.114043,-358.7199065,-358.6702605,-222.7584470999045,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4277,Li+_electrolyte80,CCCOC(C)(C)C.[Li+],Li+,[Li+],electrolyte80,CCCOC(C)(C)C,-7.2811983,-351.5293929,0.178013,0.225014,413.889648,-2.3488,-0.24818,-7.2849058,-351.7321455,-0.25486,0.03783,-351.3513799,-351.3043789,-358.9000151,0.178298,0.22871,443.918216,-0.43827,-0.18041,-359.1152708,-358.7217171,-358.6713051,-234.7824494499624,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4278,Li+_electrolyte81,COCOC(C)(C)C.[Li+],Li+,[Li+],electrolyte81,COCOC(C)(C)C,-7.2811983,-387.4459146,0.154865,0.201999,415.056984,-2.3488,-0.26765,-7.2849058,-387.6431056,-0.25486,0.03702,-387.2910496,-387.2439156,-394.7978862,0.155421,0.205661,442.407792,-0.42332,-0.19081,-395.0085397,-394.6424652,-394.5922252,-185.8152991499602,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4279,Li+_electrolyte82,COC(C)(C)C(C)C.[Li+],Li+,[Li+],electrolyte82,COC(C)(C)C(C)C,-7.2811983,-351.5329009,0.177786,0.224942,415.253632,-2.3488,-0.25327,-7.2849058,-351.734205,-0.25486,0.03703,-351.3551149,-351.3079589,-358.84478,0.177355,0.227417,440.84716,-0.43533,-0.20576,-359.0554324,-358.667425,-358.617363,-80.55244039992263,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4280,Li+_electrolyte83,CCC(C)(CC)OC.[Li+],Li+,[Li+],electrolyte83,CCC(C)(CC)OC,-7.2811983,-351.5326691,0.178156,0.225409,416.111352,-2.3488,-0.25342,-7.2849058,-351.7343711,-0.25486,0.03804,-351.3545131,-351.3072601,-358.8917729,0.179341,0.229281,439.763504,-0.44005,-0.18333,-359.1061392,-358.7124319,-358.6624919,-204.5408902498133,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4281,Li+_electrolyte84,CCCC(C)(C)OC.[Li+],Li+,[Li+],electrolyte84,CCCC(C)(C)OC,-7.2811983,-351.5273011,0.177595,0.225518,422.006608,-2.3488,-0.24797,-7.2849058,-351.7286993,-0.25486,0.03816,-351.3497061,-351.3017831,-358.8872971,0.179791,0.229363,436.525088,-0.43633,-0.18315,-359.1014888,-358.7075061,-358.6579341,-206.8833613501375,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4282,Li+_electrolyte85,COCC(C)(C)OC.[Li+],Li+,[Li+],electrolyte85,COCC(C)(C)OC,-7.2811983,-387.43079,0.154455,0.201742,416.408416,-2.3488,-0.24877,-7.2849058,-387.6261842,-0.25486,0.03922,-387.276335,-387.229048,-394.8205418,0.157864,0.206721,430.223984,-0.43629,-0.16757,-395.032763,-394.6626778,-394.6138208,-285.0072142499235,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4283,Li+_electrolyte86,CCOC(C)(C)OC.[Li+],Li+,[Li+],electrolyte86,CCOC(C)(C)OC,-7.2811983,-387.4354913,0.155122,0.201561,408.935792,-2.3488,-0.24696,-7.2849058,-387.6314276,-0.25486,0.03558,-387.2803693,-387.2339303,-394.8245687,0.153695,0.206044,460.988936,-0.43951,-0.16772,-395.0370938,-394.6708737,-394.6185247,-283.2365770498271,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4284,Li+_electrolyte87,CCC(C)(OC)OC.[Li+],Li+,[Li+],electrolyte87,CCC(C)(OC)OC,-7.2811983,-387.4405118,0.155195,0.201935,411.592632,-2.3488,-0.25466,-7.2849058,-387.6364348,-0.25486,0.03877,-387.2853168,-387.2385768,-394.7946955,0.154864,0.20583,448.800944,-0.40467,-0.18465,-395.0043289,-394.6398315,-394.5888655,-191.6231676998329,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4285,Li+_electrolyte88,CCC(C)OC(C)C.[Li+],Li+,[Li+],electrolyte88,CCC(C)OC(C)C,-7.2811983,-351.5277697,0.179222,0.225705,409.329088,-2.3488,-0.24806,-7.2849058,-351.7304778,-0.25486,0.03757,-351.3485477,-351.3020647,-358.8936334,0.178889,0.229106,442.20696,-0.43602,-0.1839,-359.1094822,-358.7147444,-358.6645274,-222.2890076998659,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4286,Li+_electrolyte89,COC(C)OC(C)C.[Li+],Li+,[Li+],electrolyte89,COC(C)OC(C)C,-7.2811983,-387.431372,0.156458,0.202406,404.626272,-2.3488,-0.25238,-7.2849058,-387.628899,-0.25486,0.03484,-387.274914,-387.228966,-394.8183803,0.156278,0.206428,441.6253840000001,-0.43969,-0.16935,-395.0310852,-394.6621023,-394.6119523,-277.8041550000512,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4287,Li+_electrolyte90,CCOC(C)C(C)C.[Li+],Li+,[Li+],electrolyte90,CCOC(C)C(C)C,-7.2811983,-351.5299527,0.17863,0.225693,414.433568,-2.3488,-0.2493,-7.2849058,-351.7326805,-0.25486,0.03793,-351.3513227,-351.3042597,-358.8936236,0.178987,0.229232,442.458,-0.43557,-0.18238,-359.107888,-358.7146366,-358.6643916,-216.5318113000443,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4288,Li+_electrolyte91,CCOC(CC)CC.[Li+],Li+,[Li+],electrolyte91,CCOC(CC)CC,-7.2811983,-351.534233,0.177735,0.225602,421.512896,-2.3488,-0.25169,-7.2849058,-351.736652,-0.25486,0.0393,-351.356498,-351.308631,-358.8906925,0.178864,0.22956,446.4328,-0.43959,-0.18395,-359.1059032,-358.7118285,-358.6611325,-197.5982805999998,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4289,Li+_electrolyte92,CCCOC(C)CC.[Li+],Li+,[Li+],electrolyte92,CCCOC(C)CC,-7.2811983,-351.5243338,0.178476,0.226046,418.893712,-2.3488,-0.24838,-7.2849058,-351.7280856,-0.25486,0.03997,-351.3458578,-351.2982878,-358.8955672,0.178194,0.229604,452.717168,-0.43911,-0.17922,-359.1119718,-358.7173732,-358.6659632,-236.3871550500598,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4290,Li+_electrolyte93,CCCC(C)OCC.[Li+],Li+,[Li+],electrolyte93,CCCC(C)OCC,-7.2811983,-351.5268035,0.178446,0.226253,420.985712,-2.3488,-0.24932,-7.2849058,-351.7297584,-0.25486,0.03631,-351.3483575,-351.3005505,-358.8886502,0.180403,0.230031,437.027168,-0.43461,-0.1808,-359.1048078,-358.7082472,-358.6586192,-211.7423741999285,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4291,Li+_electrolyte94,CCOC(C)COC.[Li+],Li+,[Li+],electrolyte94,CCOC(C)COC,-7.2811983,-387.4251052,0.156102,0.202892,412.036136,-2.3488,-0.23598,-7.2849058,-387.6228979,-0.25486,0.03636,-387.2690032,-387.2222132,-394.7355534,0.155982,0.205314,434.420536,-0.37295,-0.20922,-394.9426271,-394.5795714,-394.5302394,-76.79561245006514,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4292,Li+_electrolyte95,CC(C)COC(C)C.[Li+],Li+,[Li+],electrolyte95,CC(C)COC(C)C,-7.2811983,-351.5254042,0.177933,0.225578,419.5631520000001,-2.3488,-0.24747,-7.2849058,-351.7285213,-0.25486,0.03819,-351.3474712,-351.2998262,-358.8970095,0.178179,0.229192,449.210976,-0.44171,-0.1811,-359.1124905,-358.7188305,-358.6678175,-237.363578500072,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4293,Li+_electrolyte96,CCCCOC(C)C.[Li+],Li+,[Li+],electrolyte96,CCCCOC(C)C,-7.2811983,-351.532893,0.177354,0.225395,423.048424,-2.3488,-0.2492,-7.2849058,-351.736131,-0.25486,0.03519,-351.355539,-351.307498,-358.8478035,0.177962,0.228141,441.87224,-0.40553,-0.20433,-359.0599619,-358.6698415,-358.6196625,-88.5113811000655,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4294,Li+_electrolyte97,COCCOC(C)C.[Li+],Li+,[Li+],electrolyte97,COCCOC(C)C,-7.2811983,-387.427866,0.153025,0.202738,437.77192,-2.3488,-0.25398,-7.2849058,-387.6250969,-0.25486,0.03722,-387.274841,-387.225128,-394.8209704,0.157183,0.207164,440.13588,-0.43816,-0.16611,-395.0346155,-394.6637874,-394.6138064,-293.8094655501461,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4295,Li+_electrolyte98,CCC(C)OCOC.[Li+],Li+,[Li+],electrolyte98,CCC(C)OCOC,-7.2811983,-387.4391742,0.155259,0.203148,421.709544,-2.3488,-0.26694,-7.2849058,-387.637095,-0.25486,0.04051,-387.2839152,-387.2360262,-394.7865256,0.156123,0.206419,442.905688,-0.43561,-0.1914,-394.9979045,-394.6304026,-394.5801066,-173.6849640498722,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4296,Li+_electrolyte99,CCOCOC(C)C.[Li+],Li+,[Li+],electrolyte99,CCOCOC(C)C,-7.2811983,-387.4429784,0.155194,0.203083,421.709544,-2.3488,-0.26466,-7.2849058,-387.6418408,-0.25486,0.04098,-387.2877844,-387.2398954,-394.8165795,0.154037,0.206902,465.53276,-0.44218,-0.16898,-395.0294831,-394.6625425,-394.6096775,-242.6035513998563,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4297,Li+_electrolyte100,COC(C)C(C)(C)C.[Li+],Li+,[Li+],electrolyte100,COC(C)C(C)(C)C,-7.2811983,-351.5272471,0.178509,0.22516,410.8102240000001,-2.3488,-0.2509,-7.2849058,-351.7286476,-0.25486,0.03385,-351.3487381,-351.3020871,-358.8918606,0.17976,0.228925,432.943584,-0.4412,-0.18364,-359.1060737,-358.7121006,-358.6629356,-219.0066075998255,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
4298,Li+_electrolyte101,CCC(OC)C(C)C.[Li+],Li+,[Li+],electrolyte101,CCC(OC)C(C)C,-7.2811983,-351.5305035,0.177828,0.22561,420.76396,-2.3488,-0.25057,-7.2849058,-351.7328031,-0.25486,0.04293,-351.3526755,-351.3048935,-358.8498897,0.178716,0.22861,439.370208,-0.39369,-0.1963,-359.0612254,-358.6711737,-358.6212797,-100.2623314500666,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
