id,Name,SMILES,Cation_type,Energy_Hatree,Thermal_correction_to_Gibbs_Free_Energy_Hatree,Thermal_correction_to_Enthalpy_Hatree,Entropy_J_per_mol_K,HOMO_Hatree,LUMO_Hatree,Dipole_Debye,Gibbs_Free_Energy_Hatree,Enthalpy_Hatree,HOMO_LUMO_Gap_eV,Software,Source,Theory_Level
170,c-c19+c-b28+c-b37+c-b39,C=CCCC[P+](CCCC)(CCOC)CCC(C)O,tetraphosphonium ,-1121.6109893,0.411621,0.493784,723.526568,-0.36454,-0.10956,3.9817,-1121.1993683,-1121.1172053,6.935455999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
171,c-c19+c-b60+c-b68+c-b81,C=CCC[P+](CCCC)(CCCC)CCCCC(C)C,tetraphosphonium ,-1089.0935771,0.480245,0.568873,780.454072,-0.383,-0.11964,4.3754,-1088.6133321,-1088.5247041,7.163392000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
172,c-c19+c-b73+c-b76+c-b79,CCCC[P+](CCCCO)(CCC(C)C)COC,tetraphosphonium ,-1083.524539,0.404837,0.487819,730.7356000000001,-0.38654,-0.11646,2.2499,-1083.119702,-1083.03672,7.346176,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
173,c-c19+c-b51+c-b60+c-b81,C=CCC[P+](CCCC)(CCCC)CC1CCCCC1,tetraphosphonium ,-1087.9011793,0.464727,0.548179,734.87776,-0.38084,-0.11851,3.0163,-1087.4364523,-1087.3530003,7.135376,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
174,c-c19+c-b8+c-b43+c-b81,CC#CCC[P+](CCC#N)(CCCC)CCCC,tetraphosphonium ,-1022.8737861,0.35062,0.431453,711.815552,-0.38871,-0.12943,4.0193,-1022.5231661,-1022.4423331,7.052416,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
175,c-c19+c-b13+c-b38+c-b43,C#CCC[P+](CCC#N)(CCCC)CCCC#N,tetraphosphonium ,-1036.4867231,0.2983,0.374149,667.9295760000001,-0.41273,-0.14044,2.5177,-1036.1884231,-1036.1125741,7.406287999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
176,c-c19+c-b28+c-b73+c-b79,C=CCCC[P+](CCCC)(CCCCO)CCC(C)C,tetraphosphonium ,-1125.008942,0.459697,0.546108,760.9273440000001,-0.36571,-0.11087,3.0078,-1124.549245,-1124.462834,6.931647999999998,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
177,c-c19+c-b30+c-b37+c-b79,CCCCC[P+](CCCC)(CCCCO)CCC(C)O,tetraphosphonium ,-1162.1554012,0.459553,0.54641,764.860304,-0.36779,-0.10956,3.3085,-1161.6958482,-1161.6089912,7.023856,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
178,c-c19+c-b47+c-b76+c-b81,CCCC[P+](CCCC)(COC)CC(C)(C)C,tetraphosphonium ,-1008.3067874,0.403532,0.480989,682.0840479999999,-0.41128,-0.11565,2.5049,-1007.9032554,-1007.8257984,8.041135999999998,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
179,c-c19+c-b4+c-b38+c-b71,C#CCC[P+](CCCC)(CCCO)CCCCCCC,tetraphosphonium ,-1123.764948,0.437109,0.523597,761.605152,-0.39668,-0.11436,4.2165,-1123.327839,-1123.241351,7.679103999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
180,c-c19+c-b4+c-b31+c-b81,CCCC[P+](CCCC)(CCCO)CCCC(F)(F)F,tetraphosphonium ,-1306.0780564,0.380725,0.463157,725.894712,-0.41335,-0.11969,7.9025,-1305.6973314,-1305.6148994,7.987551999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
181,c-c19+c-b8+c-b73+c-b79,CC#CCC[P+](CCCC)(CCCCO)CCC(C)C,tetraphosphonium ,-1123.7851984,0.433888,0.523396,788.207024,-0.37202,-0.10006,2.0513,-1123.3513104,-1123.2618024,7.397312,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
182,c-c19+c-b6+c-b36+c-b81,CCCC[P+](CCCC)(CCCN)Cc1ccccc1,tetraphosphonium ,-1101.5601124,0.413554,0.492568,695.790832,-0.36183,-0.13187,2.7549,-1101.1465584,-1101.0675444,6.254912,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
183,c-c19+c-b28+c-b73+c-b76,C=CCCC[P+](CCCC)(CCC(C)C)COC,tetraphosphonium ,-1046.3812156,0.405334,0.487292,721.7232640000001,-0.36528,-0.11914,3.7721,-1045.9758816,-1045.8939236,6.695008,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
184,c-c19+c-b36+c-b43+c-b45,CCCC[P+](CCC#N)(CC(=O)O)Cc1ccccc1,tetraphosphonium ,-1169.7912894,0.299687,0.375551,668.063464,-0.37655,-0.15023,5.7267,-1169.4916024,-1169.4157384,6.155904,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
185,c-c19+c-b4+c-b60+c-b77,C=CCC[P+](CCCC)(CCCO)CCC(F)(F)F,tetraphosphonium ,-1265.54121,0.331692,0.410728,695.98748,-0.38466,-0.12412,4.3518,-1265.209518,-1265.130482,7.086688,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
186,c-c19+c-b38+c-b43+c-b79,C#CCC[P+](CCC#N)(CCCC)CCCCO,tetraphosphonium ,-1058.7766224,0.331262,0.408433,679.573648,-0.38723,-0.13016,3.2905,-1058.4453604,-1058.3681894,6.992304000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
187,c-c19+c-b38+c-b45+c-b81,C#CCC[P+](CCCC)(CCCC)CC(=O)O,tetraphosphonium ,-1040.5914035,0.313369,0.389778,672.854144,-0.40382,-0.14196,1.6118,-1040.2780345,-1040.2016255,7.122591999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
188,c-c19+c-b30+c-b38+c-b47,C#CCC[P+](CCCC)(CCCCC)CC(C)(C)C,tetraphosphonium ,-1048.5496632,0.431323,0.515847,744.321048,-0.3998,-0.11311,1.2867,-1048.1183402,-1048.0338162,7.797968,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
189,c-c125+c-b76,CC[P+](CC)(CC)CCOC,tetraphosphonium ,-772.4862222,0.247761,0.308713,536.74444,-0.40278,-0.1155,1.8701,-772.2384612000001,-772.1775092,7.814016000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
190,c-c19+c-b16+c-b76+c-b79,CCCC[P+](CCCCO)(CCCCC#N)COC,tetraphosphonium ,-1136.4534545,0.376665,0.460467,737.9571840000001,-0.38799,-0.12465,4.252,-1136.0767895,-1135.9929875,7.162848,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
191,c-c19+c-b58+c-b60+c-b81,C=CCC[P+](CCCC)(CCCC)CCC(=O)O,tetraphosphonium ,-1081.1394661,0.364635,0.442513,685.7868880000001,-0.38278,-0.13548,3.2412,-1080.7748311,-1080.6969531,6.72656,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
192,c-c19+c-b60+c-b73+c-b79,C=CCC[P+](CCCC)(CCCCO)CCC(C)C,tetraphosphonium ,-1085.7062032,0.43227,0.517085,746.873288,-0.38342,-0.11964,0.9406,-1085.2739332,-1085.1891182,7.174816,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
193,c-c19+c-b8+c-b68+c-b76,CC#CCC[P+](CCCC)(CCCCC(C)C)COC,tetraphosphonium ,-1123.7569673,0.432127,0.5222,793.1776160000001,-0.37507,-0.11546,3.9437,-1123.3248403,-1123.2347673,7.061392,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
194,c-c19+c-b6+c-b28+c-b38,C#CCC[P+](CCCC)(CCCN)CCCC=C,tetraphosphonium ,-1024.0590471,0.374652,0.454626,704.25088,-0.36147,-0.11345,2.5935,-1023.6843951,-1023.6044211,6.746144,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
195,c-c19+c-b13+c-b30+c-b81,CCCCC[P+](CCCC)(CCCC)CCCC#N,tetraphosphonium ,-1064.6410805,0.424221,0.506805,727.2335919999999,-0.43249,-0.12447,5.7631,-1064.2168595,-1064.1342755,8.378143999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
196,c-c19+c-b4+c-b8+c-b78,CC#CCC[P+](CCCC)(CCCO)CCCCCC,tetraphosphonium ,-1123.7804018,0.435339,0.523764,778.671688,-0.37563,-0.10913,2.9824,-1123.3450628,-1123.2566378,7.2488,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
197,c-c19+c-b19+c-b73+c-b81,CCCC[P+](CCCC)(CCCCF)CCC(C)C,tetraphosphonium ,-1110.9537478,0.44503,0.528323,733.480304,-0.43883,-0.11564,4.0604,-1110.5087178,-1110.4254248,8.790768,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
198,c-c19+c-b28+c-b43+c-b58,C=CCCC[P+](CCC#N)(CCCC)CCC(=O)O,tetraphosphonium ,-1134.0809721,0.334969,0.41412,697.008376,-0.37499,-0.13965,5.2801,-1133.7460031,-1133.6668521,6.401248,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
199,c-c19+c-b30+c-b79+c-b81,CCCCC[P+](CCCC)(CCCC)CCCCO,tetraphosphonium ,-1086.9307963,0.456526,0.541055,744.367072,-0.37434,-0.11052,2.7937,-1086.4742703,-1086.3897413,7.175904,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
200,c-c19+c-b8+c-b13+c-b37,CC#CCC[P+](CCCC)(CCCC#N)CCC(C)O,tetraphosphonium ,-1137.4021898,0.378708,0.465944,768.1991360000001,-0.38504,-0.12294,4.503,-1137.0234818,-1136.9362458,7.129119999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
201,c-c19+c-b10+c-b28+c-b47,C=CCCC[P+](CCC)(CCCC)CC(C)(C)C,tetraphosphonium ,-1010.4851447,0.428369,0.510236,720.919936,-0.37111,-0.1157,1.7762,-1010.0567757,-1009.9749087,6.947152000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
202,c-c19+c-b4+c-b38+c-b58,C#CCC[P+](CCCC)(CCCO)CCC(=O)O,tetraphosphonium ,-1115.8132789,0.320885,0.396604,666.7831600000001,-0.39361,-0.12715,3.3134,-1115.4923939,-1115.4166749,7.247712000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
203,c-c19+c-b38+c-b53+c-b81,C#CCC[P+](CCCC)(CCCC)Cc1cccnc1,tetraphosphonium ,-1099.0812957,0.364772,0.444167,699.1464,-0.36816,-0.15352,4.4328,-1098.7165237,-1098.6371287,5.838208,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
204,c-c2+c-b81,CCCOC[P+](CC)(CC)CC,tetraphosphonium ,-811.7815894,0.271778,0.337045,574.7393440000001,-0.40475,-0.11732,3.5653,-811.5098114,-811.4445444,7.818096000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
205,c-c19+c-b29+c-b43+c-b68,CCCC[P+](CCC#N)(CCCCC(C)C)CC(C)C,tetraphosphonium ,-1103.9484282,0.448083,0.534511,761.086336,-0.40902,-0.12676,7.1032,-1103.5003452,-1103.4139172,7.677471999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
206,c-c19+c-b10+c-b45+c-b78,CCCCCC[P+](CCC)(CCCC)CC(=O)O,tetraphosphonium ,-1082.368459,0.385556,0.465622,705.054208,-0.41694,-0.15489,5.2862,-1081.982903,-1081.902837,7.12776,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
207,c-c19+c-b16+c-b60+c-b73,C=CCC[P+](CCCC)(CCCCC#N)CCC(C)C,tetraphosphonium ,-1102.7185498,0.424401,0.511795,769.5840400000001,-0.38923,-0.1268,4.9929,-1102.2941488,-1102.2067548,7.138096000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
208,c-c125+c-b6,CC[P+](CC)(CC)CCCCN,tetraphosphonium ,-791.9306098,0.288129,0.350764,551.564168,-0.357,-0.11407,1.9844,-791.6424807999999,-791.5798457999999,6.607695999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
209,c-c19+c-b43+c-b45+c-b78,CCCCCC[P+](CCC#N)(CCCC)CC(=O)O,tetraphosphonium ,-1135.2944117,0.35646,0.437368,712.468256,-0.42112,-0.16085,6.0198,-1134.9379517,-1134.8570437,7.079344,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
210,c-c19+c-b10+c-b37+c-b72,CCCC[P+](CCC)(CCC(C)O)CCC(C)CC,tetraphosphonium ,-1086.9356886,0.454628,0.539893,750.83972,-0.39028,-0.11034,5.0751,-1086.4810606,-1086.3957956,7.614368000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
211,c-c19+c-b28+c-b43+c-b80,C=CCCC[P+](CCC#N)(CCCC)CC(C)C,tetraphosphonium ,-1024.1066844,0.374697,0.453759,696.2217840000001,-0.37091,-0.12881,4.3777,-1023.7319874,-1023.6529254,6.58512,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
212,c-c19+c-b39+c-b43+c-b47,CCCC[P+](CCC#N)(CCOC)CC(C)(C)C,tetraphosphonium ,-1061.2289021,0.374474,0.453231,693.527288,-0.39465,-0.13543,2.7106,-1060.8544281,-1060.7756711,7.050784,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
213,c-c19+c-b4+c-b39+c-b44,CCCC[P+](CCCO)(CCCC(C)C)CCOC,tetraphosphonium ,-1122.8427846,0.432923,0.517618,745.81892,-0.39563,-0.09824,2.4693,-1122.4098616,-1122.3251666,8.089008,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
214,c-c19+c-b47+c-b76+c-b78,CCCCCC[P+](CCCC)(COC)CC(C)(C)C,tetraphosphonium ,-1086.9164261,0.454858,0.538996,740.9194560000001,-0.41027,-0.11449,4.0807,-1086.4615681,-1086.3774301,8.045216000000002,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
215,c-c19+c-b45+c-b47+c-b60,C=CCC[P+](CCCC)(CC(=O)O)CC(C)(C)C,tetraphosphonium ,-1081.1403695,0.362392,0.440831,690.732376,-0.3859,-0.14493,2.2398,-1080.7779775,-1080.6995385,6.554384000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
216,c-c19+c-b29+c-b65+c-b81,CCC#CCC[P+](CCCC)(CCCC)CC(C)C,tetraphosphonium ,-1048.5582921,0.431584,0.517086,752.927536,-0.37313,-0.1121,2.2738,-1048.1267081,-1048.0412061,7.100015999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
217,c-c19+c-b8+c-b58+c-b76,CC#CCC[P+](CCCC)(CCC(=O)O)COC,tetraphosphonium ,-1115.8109048,0.314615,0.395755,714.514232,-0.37824,-0.11977,1.1636,-1115.4962898,-1115.4151498,7.030384000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
218,c-c19+c-b6+c-b8+c-b10,CC#CCC[P+](CCC)(CCCC)CCCN,tetraphosphonium ,-985.9906619,0.370507,0.449032,691.48968,-0.35356,-0.1131,1.5924,-985.6201549,-985.5416299,6.540512,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
219,c-c19+c-b13+c-b43+c-b58,CCCC[P+](CCC#N)(CCCC#N)CCC(=O)O,tetraphosphonium ,-1148.9215197,0.302978,0.380623,683.7450960000001,-0.41732,-0.14758,5.824,-1148.6185417,-1148.5408967,7.336928,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
220,c-c19+c-b13+c-b38+c-b65,C#CCC[P+](CCC#CCC)(CCCC)CCCC#N,tetraphosphonium ,-1098.9369329,0.361303,0.443089,720.2044720000001,-0.36164,-0.12401,3.5316,-1098.5756299,-1098.4938439,6.463536,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
221,c-c19+c-b8+c-b10+c-b37,CC#CCC[P+](CCC)(CCCC)CCC(C)O,tetraphosphonium ,-1045.1739365,0.381192,0.464989,737.9111600000001,-0.37446,-0.10713,1.432,-1044.7927445,-1044.7089475,7.271376,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
222,c-c19+c-b8+c-b38+c-b79,C#CCC[P+](CCC#CC)(CCCC)CCCCO,tetraphosphonium ,-1082.0014567,0.364135,0.448203,740.3044080000001,-0.38034,-0.11305,0.8291,-1081.6373217,-1081.5532537,7.270288000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
223,c-c19+c-b4+c-b38+c-b73,C#CCC[P+](CCCC)(CCCO)CCC(C)C,tetraphosphonium ,-1045.1642027,0.384514,0.46501,708.840728,-0.39491,-0.10939,3.0181,-1044.7796887,-1044.6991927,7.766144,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
224,c-c19+c-b16+c-b39+c-b47,CCCC[P+](CCCCC#N)(CCOC)CC(C)(C)C,tetraphosphonium ,-1139.8517736,0.426663,0.511325,745.5302240000001,-0.39384,-0.12024,5.4812,-1139.4251106,-1139.3404486,7.44192,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
225,c-c19+c-b37+c-b38+c-b40,C#CCC[P+](CCCC)(CCC(C)O)CN(C)C,tetraphosphonium ,-1061.1904492,0.371473,0.45288,716.8698240000001,-0.34648,-0.10927,2.3089,-1060.8189762,-1060.7375692,6.452112,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
226,c-c19+c-b10+c-b37+c-b78,CCCCCC[P+](CCC)(CCCC)CCC(C)O,tetraphosphonium ,-1086.9366598,0.45646,0.540335,738.593152,-0.38729,-0.11269,4.0245,-1086.4801998,-1086.3963248,7.46912,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
227,c-c19+c-b39+c-b60+c-b81,C=CCC[P+](CCCC)(CCCC)CCOC,tetraphosphonium ,-1007.0850097,0.379786,0.459069,698.154792,-0.37064,-0.10983,2.179,-1006.7052237,-1006.6259407,7.094032000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
228,c-c19+c-b39+c-b44+c-b60,C=CCC[P+](CCCC)(CCCC(C)C)CCOC,tetraphosphonium ,-1085.6962576,0.430479,0.516614,758.49644,-0.3793,-0.11905,3.4552,-1085.2657786,-1085.1796436,7.078800000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
229,c-c19+c-b3+c-b28+c-b81,C=CCCC[P+](CCCC)(CCCC)CC1CCCC1,tetraphosphonium ,-1087.881237,0.463463,0.547872,743.304336,-0.36377,-0.11896,2.1182,-1087.417774,-1087.333365,6.658831999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
230,c-c19+c-b38+c-b74+c-b79,C#CCC[P+](CCCC)(CCCCO)CC(C)=O,tetraphosphonium ,-1079.8714271,0.337449,0.418044,709.719368,-0.37207,-0.16572,3.3863,-1079.5339781,-1079.4533831,5.61272,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
231,c-c19+c-b40+c-b60+c-b79,C=CCC[P+](CCCC)(CCCCO)CN(C)C,tetraphosphonium ,-1062.4213518,0.396155,0.477019,712.083328,-0.35154,-0.12138,1.8283,-1062.0251968,-1061.9443328,6.260352000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
232,c-c19+c-b29+c-b78+c-b80,CCCCCC[P+](CCCC)(CC(C)C)CC(C)C,tetraphosphonium ,-1051.02405,0.477682,0.562873,750.195384,-0.42066,-0.10708,3.0313,-1050.546368,-1050.461177,8.529376,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
233,c-c19+c-b36+c-b38+c-b43,C#CCC[P+](CCC#N)(CCCC)Cc1ccccc1,tetraphosphonium ,-1096.6707171,0.319582,0.398613,695.941456,-0.37271,-0.14418,4.4001,-1096.3511351,-1096.2721041,6.216016,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
234,c-c19+c-b4+c-b39+c-b65,CCC#CCC[P+](CCCC)(CCCO)CCOC,tetraphosphonium ,-1120.378877,0.386453,0.471558,749.43808,-0.36442,-0.10002,2.7443,-1119.992424,-1119.907319,7.191680000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
235,c-c19+c-b28+c-b58+c-b60,C=CCCC[P+](CCC=C)(CCCC)CCC(=O)O,tetraphosphonium ,-1119.220145,0.366277,0.447928,719.016216,-0.37434,-0.13693,3.8855,-1118.853868,-1118.772217,6.457552,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
236,c-c19+c-b4+c-b30+c-b37,CCCCC[P+](CCCC)(CCCO)CCC(C)O,tetraphosphonium ,-1122.8558033,0.436668,0.517903,715.351032,-0.37879,-0.1123,3.1257,-1122.4191353,-1122.3379003,7.248528,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
237,c-c19+c-b4+c-b38+c-b45,C#CCC[P+](CCCC)(CCCO)CC(=O)O,tetraphosphonium ,-1076.5190775,0.294625,0.367399,640.846544,-0.39584,-0.13402,2.0305,-1076.2244525,-1076.1516785,7.121504000000002,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
238,c-c19+c-b10+c-b45+c-b56,CCCCCCCC[P+](CCC)(CCCC)CC(=O)O,tetraphosphonium ,-1160.9778073,0.4368,0.523597,764.33312,-0.3947,-0.15428,7.7353,-1160.5410073,-1160.4542103,6.539423999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
239,c-c19+c-b39+c-b47+c-b65,CCC#CCC[P+](CCCC)(CCOC)CC(C)(C)C,tetraphosphonium ,-1123.7629721,0.432979,0.521821,782.3410560000001,-0.37684,-0.11149,1.1949,-1123.3299931,-1123.2411511,7.217519999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
240,c-c19+c-b38+c-b47+c-b78,C#CCC[P+](CCCC)(CCCCCC)CC(C)(C)C,tetraphosphonium ,-1087.8553627,0.458911,0.545027,758.3374480000001,-0.3974,-0.11394,2.6588,-1087.3964517,-1087.3103357,7.710112,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
241,c-c19+c-b10+c-b30+c-b44,CCCCC[P+](CCC)(CCCC)CCCC(C)C,tetraphosphonium ,-1051.0246686,0.477598,0.563249,754.237128,-0.4246,-0.11221,4.0154,-1050.5470706,-1050.4614196,8.497007999999997,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
242,c-c19+c-b27+c-b30+c-b81,CCCCC[P+](CCCC)(CCCC)CC(C)C#N,tetraphosphonium ,-1064.6351788,0.423435,0.506385,730.455272,-0.44056,-0.12635,5.2167,-1064.2117438,-1064.1287938,8.546512,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
243,c-c19+c-b60+c-b79+c-b81,C=CCC[P+](CCCC)(CCCC)CCCCO,tetraphosphonium ,-1046.3960403,0.407743,0.488669,712.627248,-0.37283,-0.12263,2.5997,-1045.9882973,-1045.9073713,6.805439999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
244,c-c19+c-b6+c-b30+c-b78,CCCCCC[P+](CCCC)(CCCN)CCCCC,tetraphosphonium ,-1106.3683995,0.495224,0.582674,770.077752,-0.36225,-0.10774,3.7794,-1105.8731755,-1105.7857255,6.922672,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
